time,gFx,gFy,gFz
25.61,0.2158,-0.0039,0.9771
25.612,0.0863,0.0039,1.0125
25.614,0.1962,-0.0157,0.9693
25.621,0.1256,-0.0039,0.9889
25.641,0.2001,-0.0078,0.9928
25.719,0.1452,-0.0039,0.985
25.722,0.1295,0,0.9968
25.723,0.1727,-0.0039,0.9771
25.726,0.1295,-0.0118,1.0046
25.736,0.2001,-0.0157,0.9811
25.751,0.102,0.0039,0.9968
25.766,0.157,-0.0078,0.9968
25.819,0.1805,0,0.9811
25.822,0.1373,-0.0039,1.0007
25.824,0.1727,-0.0078,0.985
25.831,0.1099,-0.0078,0.9968
25.851,0.1884,-0.0118,0.985
25.891,0.157,0.0039,0.985
25.894,0.157,-0.0039,1.0007
25.903,0.153,-0.0078,0.9889
25.921,0.1334,0,0.9889
25.941,0.1766,-0.0078,0.9889
26.059,0.1766,0.0039,0.9928
26.061,0.1295,-0.0118,1.0007
26.063,0.157,0,0.9732
26.065,0.153,0.0039,0.9889
26.067,0.1805,-0.0039,0.9732
26.208,0.1373,0,0.9928
26.21,0.1334,0,1.0007
26.213,0.1805,0.0039,0.9811
26.214,0.1609,-0.0078,1.0046
26.217,0.1884,-0.0078,0.9771
26.219,0.1217,-0.0118,1.0007
26.221,0.1727,-0.0078,0.9811
26.224,0.1766,0,0.985
26.226,0.1452,-0.0039,1.0007
26.228,0.1766,0,0.9811
26.231,0.1099,-0.0078,1.0007
26.242,0.2237,0,0.9732
26.256,0.1452,-0.0039,0.9968
26.304,0.153,-0.0039,0.985
26.307,0.157,-0.0039,0.9928
26.314,0.1373,0.0039,1.0007
26.321,0.2119,-0.0078,0.9654
26.368,0.102,0.0039,0.9968
26.371,0.1687,-0.0039,0.9771
26.382,0.1295,0,0.9928
26.405,0.1648,-0.0039,0.9811
26.446,0.1884,-0.0118,0.9771
26.449,0.0824,0.0039,1.0085
26.451,0.208,-0.0039,0.9654
26.461,0.0981,0.0078,1.0007
26.481,0.2198,-0.0078,0.9732
26.55,0.1138,-0.0039,0.9928
26.555,0.1295,0,1.0007
26.557,0.2041,0,0.9654
26.558,0.1217,0,1.0046
26.571,0.2119,0,0.9693
26.592,0.0667,0.0118,0.9968
26.639,0.2041,-0.0157,0.9654
26.641,0.153,-0.0157,0.9811
26.643,0.157,-0.0118,1.0007
26.662,0.157,-0.0039,0.9811
26.672,0.102,-0.0039,1.0046
26.691,0.208,-0.0196,0.9771
26.738,0.1334,-0.0078,0.9889
26.742,0.1413,-0.0157,0.9968
26.744,0.1452,0.0039,0.9889
26.761,0.1413,-0.0078,1.0085
26.782,0.2158,-0.0078,0.9771
26.803,0.0942,0.0078,1.0007
26.814,0.1805,-0.0118,0.9889
26.884,0.1413,-0.0039,0.9928
26.886,0.1648,-0.0039,0.9889
26.895,0.1648,-0.0118,0.9811
26.897,0.1099,-0.0118,1.0046
26.906,0.1687,0,0.985
26.921,0.1452,0.0039,0.9928
26.974,0.1727,-0.0078,1.0046
26.977,0.1373,0.0118,0.9811
26.978,0.1217,0,1.0046
26.991,0.1884,0,0.9771
27.003,0.1884,0,0.9928
27.011,0.1687,-0.0078,0.9968
27.023,0.1334,0.0039,0.9811
27.104,0.1491,0.0039,0.9889
27.116,0.1334,0,0.9928
27.12,0.1334,0,0.9732
27.122,0.208,-0.0078,0.9732
27.124,0.1217,-0.0157,0.9928
27.126,0.1609,0.0078,0.9889
27.135,0.1687,0,1.0007
27.145,0.157,-0.0118,0.9889
27.195,0.1923,-0.0078,0.9693
27.197,0.1138,-0.0078,1.0085
27.205,0.1805,-0.0039,0.9732
27.215,0.1373,0,0.9968
27.294,0.1884,0,0.9693
27.296,0.1413,-0.0118,0.9732
27.298,0.1217,-0.0078,0.985
27.325,0.2119,0,0.9614
27.327,0.1217,0,1.0007
27.328,0.1962,0,0.9536
27.341,0.1099,-0.0078,0.9928
27.393,0.1727,0.0039,0.985
27.395,0.1884,-0.0039,0.9693
27.397,0.1295,-0.0039,0.9968
27.414,0.1844,-0.0039,0.9693
27.421,0.0981,0.0078,0.9968
27.477,0.2198,-0.0078,0.9654
27.48,0.1452,-0.0118,0.9928
27.483,0.1334,-0.0078,1.0007
27.493,0.1805,-0.0039,0.9889
27.512,0.102,0,1.0007
27.553,0.2355,-0.0157,0.9889
27.555,0.0824,0,1.0125
27.566,0.1727,-0.0118,0.9968
27.582,0.1452,-0.0039,0.9928
27.601,0.1491,-0.0235,1.0007
27.648,0.1805,-0.0157,0.985
27.651,0.0706,-0.0078,1.0085
27.655,0.1923,-0.0118,0.9928
27.671,0.1413,-0.0118,1.0046
27.691,0.1609,-0.0118,1.0007
27.703,0.1373,-0.0039,0.9693
27.721,0.1138,0,1.0125
27.786,0.1923,-0.0157,0.9771
27.993,0.1452,-0.0157,0.9889
27.996,0.1491,-0.0118,0.985
27.998,0.1334,0,0.9968
28,0.1452,0,1.0007
28.002,0.1766,-0.0078,0.9771
28.004,0.1177,-0.0118,1.0007
28.006,0.153,0,1.0007
28.008,0.1491,0.0039,0.9928
28.011,0.1609,-0.0039,0.9968
28.016,0.1727,0.0039,0.9732
28.018,0.1177,-0.0039,1.0125
28.027,0.1687,0.0118,0.9889
28.036,0.1373,0.0078,0.9889
28.038,0.1609,0,0.9928
28.041,0.157,-0.0078,0.9928
28.058,0.1138,-0.0078,1.0007
28.066,0.2001,0.0039,0.985
28.069,0.1452,0,0.9968
28.075,0.157,-0.0039,0.9771
28.157,0.1452,-0.0039,1.0046
28.16,0.1217,-0.0039,0.985
28.162,0.2119,-0.0039,0.9771
28.164,0.1099,-0.0078,1.0007
28.166,0.1805,-0.0039,0.9693
