tiempo, axy, ayz, azx
1.5,186.142,196.745,202.73
1.51,186.078,198.708,204.577
1.52,186.078,196.543,202.475
1.53,186.078,197.373,203.281
1.54,185.457,196.654,203.151
1.55,186.142,196.676,202.663
1.56,186.746,198.642,205.121
1.57,186.078,195.914,201.864
1.58,186.078,198.774,204.641
1.59,185.348,197.307,202.549
1.6,185.348,197.443,202.681
1.61,186.078,198.707,204.576
1.62,186.078,195.914,201.865
1.63,186.078,198.708,204.577
1.64,185.412,195.914,201.252
1.65,185.412,197.374,202.673
1.66,186.078,197.24,203.151
1.67,186.078,196.675,202.603
1.68,186.078,198.641,204.512
1.69,186.078,196.608,202.538
1.7,186.078,198.073,203.961
1.71,184.79,196.653,202.542
1.72,184.725,197.557,203.361
1.73,184.665,196.53,202.418
1.74,184.725,196.224,202.066
1.75,185.397,197.231,203.765
1.76,184.729,195.898,201.863
1.77,184.665,198.272,204.109
1.78,183.935,197.298,202.501
1.79,184.665,196.877,202.755
1.8,184.665,198.746,204.57
1.81,184.714,195.348,201.225
1.82,184.665,198.093,203.935
1.83,185.348,196.598,201.858
1.84,184.665,197.49,203.35
1.85,183.251,196.629,202.469
1.86,184.665,196.89,202.767
1.87,184.147,196.579,202.937
1.88,184.665,195.681,201.593
1.89,184.665,198.24,204.079
1.9,184.665,195.954,201.859
1.91,183.988,198.204,203.432
1.92,184.611,196.665,202.5
1.93,185.397,196.008,202.581
1.94,184.665,197.265,203.132
1.95,183.984,196.766,201.937
1.96,183.935,198.864,204.027
1.97,184.612,196.775,202.608
1.98,184.615,198.159,204.044
1.99,183.984,195.97,202.495
2,183.301,197.616,203.384
2.01,184.033,196.843,203.295
2.02,184.719,193.962,201.227
2.03,185.403,196.574,204.366
2.04,184.719,193.78,201.051
2.05,183.938,198.158,203.432
2.06,183.935,198.148,203.329
2.07,185.446,195.458,202.004
2.08,185.456,195.09,202.988
2.09,185.456,193.79,201.739
2.1,185.337,197.241,203.829
2.11,184.665,195.268,201.193
2.12,186.078,198.842,204.707
2.13,185.397,196.53,203.086
2.14,185.397,195.336,201.931
2.15,185.952,199.213,205.064
2.16,184.725,195.327,201.194
2.17,184.729,196.8,202.739
2.18,184.779,197.351,204.441
2.19,184.108,192.59,199.231
2.2,185.952,200.759,206.566
2.21,185.457,196.159,202.672
2.22,185.456,193.096,201.072
2.23,184.719,195.887,203.083
2.24,184.779,196.424,203.547
2.25,185.336,197.036,203.631
2.26,186.75,195.858,202.541
2.27,185.643,194.797,203.888
2.28,184.784,195.98,204.454
2.29,184.66,196.238,203.475
2.3,185.4,198.863,205.411
2.31,185.127,196.109,204.266
2.32,184.826,194.316,203.501
2.33,185.025,199.369,207.086
2.34,184.27,195.026,203.073
2.35,183.494,194.421,201.786
2.36,184.037,201.283,208.758
2.37,184.308,194.837,202.445
2.38,184.446,195.447,204.248
2.39,184.549,197.459,206.082
2.4,184.849,194.904,203.363
2.41,183.251,198.383,205.487
2.42,182.151,193.314,201.596
2.43,182.928,195.889,205.103
2.44,184.252,195.041,204.8
2.45,184.865,191.936,202.978
2.46,182.028,195.981,205.464
2.47,181.903,194.081,202.681
2.48,182.782,194.575,205.317
2.49,184.334,192.765,204.502
2.5,184.288,193.293,205.042
2.51,181.653,190.163,201.982
2.52,184.784,198.278,206.657
2.53,183.989,193.79,203.078
2.54,183.071,190.728,202.489
2.55,185.536,194.756,205.172
2.56,183.315,193.144,202.946
2.57,182.765,192.152,201.275
2.58,182.772,193.981,203.141
2.59,183.341,193.248,203.148
2.6,182.124,191.537,202.621
2.61,184.053,193.177,204.85
2.62,185.977,193.906,204.094
2.63,182.04,194.126,202.621
2.64,181.897,195.43,202.626
2.65,183.84,195.187,203.013
2.66,186.909,197.831,208.135
2.67,184.494,190.543,202.465
2.68,181.398,192.663,201.847
2.69,179.149,190.113,198.84
2.7,183.251,197.052,204.783
2.71,186.524,198.615,206.422
2.72,184.791,191.043,199.864
2.73,182.757,196.799,204.519
2.74,181.898,195.685,202.893
2.75,181.97,194.995,204.583
2.76,183.923,197.605,205.456
2.77,183.371,195.389,202.607
2.78,183.918,193.091,201.003
2.79,184.784,197.786,206.185
2.8,185.336,196.402,203.018
2.81,182.636,196.87,203.376
2.82,182.566,199.264,205.525
2.83,182.631,192.714,200.586
2.84,184.114,197.665,206.667
2.85,183.989,192.473,200.584
2.86,184.719,197.929,205.053
2.87,182.691,194.313,202.068
2.88,183.918,196.814,204.581
2.89,181.342,194.892,202.625
2.9,181.097,196.897,203.348
2.91,183.972,197.271,204.855
2.92,184.852,191.865,201.695
2.93,182.851,194.001,204.423
2.94,180.553,191.887,200.452
2.95,180.48,195.857,202.892
2.96,183.455,198.806,205.382
2.97,184.998,193.947,199.603
2.98,182.927,194.186,201.876
2.99,180.62,194.703,202.972
3,181.839,193.436,200.775
3.01,183.978,197.511,205.199
3.02,182.697,193.416,201.32
3.03,179.933,194.197,201.897
3.04,181.893,195.616,203.918
3.05,184.12,193.22,202.519
3.06,184.171,193.439,205.075
3.07,182.412,193.231,201.073
3.08,179.134,195.901,204.123
3.09,180.69,195.21,203.572
3.1,183.928,193.069,202.267
3.11,184.883,193.769,204.956
3.12,181.356,191.099,200.317
3.13,181.224,197.935,206.732
3.14,184.598,194.214,202.809
3.15,184.313,193.324,203.693
3.16,181.23,190.217,198.358
3.17,179.937,197.379,206.138
3.18,180.557,191.384,201.068
3.19,182.065,190.688,201.872
3.2,182.935,193.435,205.036
3.21,181.361,192.091,201.372
3.22,177.849,195.112,203.308
3.23,179.134,194.585,202.861
3.24,180.012,193.869,203.918
3.25,180.161,186.639,199.785
3.26,181.324,196.059,207.94
3.27,180.624,190.896,200.665
3.28,178.525,190.521,198.417
3.29,178.475,195.956,205.821
3.3,179.212,191.61,201.27
3.31,179.177,193.746,204.538
3.32,180.772,192.592,203.483
3.33,182.724,191.18,201.742
3.34,181.237,194.028,203.221
3.35,178.458,191.887,199.669
3.36,176.92,194.423,202.044
3.37,179.618,196.668,204.317
3.38,182.137,194.659,206.54
3.39,182.332,188.781,202.571
3.4,181.365,190.407,199.773
3.41,179.258,194.639,202.918
3.42,177.596,195.797,203.954
3.43,179.744,195.091,203.883
3.44,180.772,192.089,203.007
3.45,181.32,191.92,202.357
3.46,180.631,192.961,202.744
3.47,181.306,193.59,203.835
3.48,180.684,192.22,201.871
3.49,180.174,196.149,207.374
3.5,178.507,185.654,196.355
3.51,180.428,198.621,206.902
3.52,183.856,195.345,203.223
3.53,181.965,191.113,199.778
3.54,182.768,197.682,207.636
3.55,180.849,186.315,197.732
3.56,178.831,194.319,205.616
3.57,181.714,197.501,204.692
3.58,180.734,190.364,198.831
3.59,180.059,191.982,200.868
3.6,181.852,198.797,207.894
3.61,182.812,188.382,200.388
3.62,181.072,193.583,202.619
3.63,179.797,196.275,202.596
3.64,182.058,195.641,202.792
3.65,184.1,194.618,202.526
3.66,183.371,192.082,200.655
3.67,181.791,194.551,202.899
3.68,179.025,195.732,203.956
3.69,180.144,194.706,203.598
3.7,183.448,193.889,203.661
3.71,182.092,187.327,197.296
3.72,182.029,200.16,209.475
3.73,182.579,193.874,201.747
3.74,179.878,191.494,200.564
3.75,181.442,196.657,205.433
3.76,182.702,194.725,203.789
3.77,182.088,192.353,202.079
3.78,181.423,193.344,203.616
3.79,181.985,188.389,198.403
3.8,181.959,194.126,202.549
3.81,183.413,199.422,208.905
3.82,181.834,191.365,197.216
3.83,181.053,204.416,210.674
3.84,181.46,189.918,199.285
3.85,185.709,191.535,202.089
3.86,186.938,195.262,204.508
3.87,182.157,187.367,195.012
3.88,179.829,196.747,201.218
3.89,177.612,198.249,203.235
3.9,179.81,201.622,208.676
3.91,187.008,196.99,208.697
3.92,185.45,195.508,204.605
3.93,183.684,196.959,204.403
3.94,178.675,196.552,204.027
3.95,178.164,193.392,199.653
3.96,180.959,202.073,208.139
3.97,182.174,190.285,201.392
3.98,182.683,192.921,203.429
3.99,181.369,194.299,204.513
4,181.143,191.473,200.482
4.01,180.524,199.247,206.127
4.02,180.589,191.649,200.073
4.03,181.796,190.244,196.356
4.04,179.694,196.306,201.415
4.05,181.112,192.563,197.942
4.06,180.463,193.381,201.572
4.07,181.169,196.988,203.641
4.08,180.623,188.009,196.698
4.09,182.63,198.747,208.74
4.1,181.157,192.459,198.998
4.11,179.001,194.713,200.216
4.12,176.924,195.332,201.756
4.13,180.086,196.082,205.019
4.14,182.72,187.187,197.965
4.15,182.638,194.509,204.716
4.16,180.351,191.672,197.5
4.17,180.415,199.617,206.715
4.18,180.033,190.311,200.64
4.19,179.426,187.455,196.132
4.2,179.541,198.595,203.782
4.21,179.579,196.734,200.787
4.22,180.013,193.417,202.408
4.23,182.825,192.887,203.343
4.24,183.247,190.138,197.467
4.25,178.821,197.427,203.052
4.26,179.658,204.926,209.856
4.27,179.489,186.449,193.785
4.28,181.892,198.845,208.081
4.29,181.29,195.669,202.224
4.3,179.861,192.55,200.138
4.31,180.732,197.711,204.577
4.32,181.288,194.905,202.695
4.33,181.954,190.618,197.837
4.34,182.011,199.254,206.004
4.35,183.255,197.4,203.318
4.36,182.707,193.456,201.23
4.37,181.269,194.952,202.633
4.38,180.48,192.789,198.702
4.39,183.093,203.08,208.782
4.4,181.953,188.768,197.32
4.41,185.436,198.726,208.856
4.42,186.243,191.59,197.966
4.43,181.267,196.176,200.146
4.44,179.653,207.177,210.742
4.45,180.996,186.536,189.396
4.46,185.939,200.903,207.887
4.47,187.403,195.385,202.659
4.48,184.222,189.22,196.023
4.49,183.108,197.363,199.539
4.5,182.339,206.17,206.253
4.51,179.054,195.766,201.27
4.52,184.312,195.702,200.403
4.53,185.397,200.76,207.182
4.54,183.95,193.396,197.437
4.55,182.953,202.468,207.122
4.56,184.605,198.277,205.198
4.57,182.943,187.331,194.39
4.58,182.623,208.361,213.169
4.59,181.623,192.547,193.41
4.6,180.326,201.342,205.679
4.61,184.392,201.996,208.197
4.62,185.809,186.979,195.54
4.63,184.324,195.864,202.404
4.64,184.412,201.772,203.844
4.65,179.845,196.164,201.142
4.66,182.324,198.421,203.492
4.67,183.361,194.112,199.926
4.68,184.754,196.804,204.68
4.69,186.06,194.599,198.103
4.7,185.341,199.283,205.702
4.71,182.465,193.8,200.342
4.72,181.067,198.334,202.072
4.73,181.762,202.017,205.237
4.74,182.146,198.416,203.214
4.75,180.805,189.686,198.099
4.76,185.294,198.472,205.059
4.77,185.289,194.907,202.659
4.78,182.377,194.362,198.302
4.79,180.345,201.215,204.264
4.8,180.454,198.877,202.059
4.81,182.735,199.82,204.925
4.82,185.352,191.027,196.538
4.83,185.144,198.363,202.133
4.84,181.896,206.838,210.959
4.85,182.441,195.16,196.674
4.86,182,200.71,207.637
4.87,183.352,191.764,198.909
4.88,182.965,198.698,202.023
4.89,181.95,202.974,208.692
4.9,184.613,193.33,200.614
4.91,182.621,195.131,201.588
4.92,181.105,203.381,208.275
4.93,181.645,191.689,193.961
4.94,180.286,204.974,209.364
4.95,183.993,196.922,202.281
4.96,186.652,190.336,197.195
4.97,184.031,197.665,203.994
4.98,183,194.65,199.443
4.99,181.994,192.456,198.231
5,182.538,201.673,205.524
5.01,181.999,191.069,198.333
5.02,183.424,194.02,199.889
5.03,184.562,198.051,203.988
5.04,181.991,190.879,197.954
5.05,184.407,202.578,208.523
5.06,185.194,189.147,194.756
5.07,182.51,197.264,204.673
5.08,182.405,198.96,201.68
5.09,182.535,197.611,201.442
5.1,182.737,192.947,200.814
5.11,185.245,197.63,202.958
5.12,183.319,198.458,205.484
5.13,183.123,195.596,198.926
5.14,181.813,197.251,200.435
5.15,182.487,198.124,202.155
5.16,183.547,198.448,204.879
5.17,185.016,191.309,198.08
5.18,185.507,197.57,202.66
5.19,184.665,195.7,199.208
5.2,183.128,202.263,206.694
5.21,182.558,196.543,204.202
5.22,181.327,190.494,197.255
5.23,180.958,198.938,205.447
5.24,181.162,192.333,198.986
5.25,181.314,196.169,203.763
5.26,183.306,199.383,206.404
5.27,183.987,192.35,199.076
5.28,182.702,199.727,205.967
5.29,182.646,197.123,202.294
5.3,181.152,193.691,200.076
5.31,181.157,195.166,201.618
5.32,182.315,193.53,198.98
5.33,182.615,197.948,203.178
5.34,182.503,199.775,206.072
5.35,181.213,191.851,198.36
5.36,180.962,197.251,203.002
5.37,181.833,198.591,204.212
5.38,181.246,194.902,199.962
5.39,182.555,200.063,203.83
5.4,182.343,195.613,199.658
5.41,182.66,197.935,203.086
5.42,183.935,201.053,206.161
5.43,182.628,194.165,200.647
5.44,183.931,197.896,202.97
5.45,183.017,195.512,198.842
5.46,182.548,201.221,204.973
5.47,184.412,198.289,201.603
5.48,182.773,192.881,196.805
5.49,185.889,199.894,203.261
5.5,184.391,194.264,197.779
5.51,183.935,202.356,207.432
5.52,184.046,193.22,199.893
5.53,184.095,193.385,201.128
5.54,183.073,193.781,198.528
5.55,183.073,197.853,202.505
5.56,182.435,198.666,203.717
5.57,181.794,196.683,201.204
5.58,181.943,195.905,201.627
5.59,185.348,191.537,196.932
5.6,186.082,198.147,204.14
5.61,182.571,197.847,204.263
5.62,181.071,193.839,197.852
5.63,182.483,198.821,202.677
5.64,183.204,198.704,203.108
5.65,183.251,197.57,203.384
5.66,184.563,196.617,201.263
5.67,183.366,198.452,204.137
5.68,183.819,195.919,201.263
5.69,183.905,198.682,202.891
5.7,182.511,200.257,205.033
5.71,181.246,192.599,197.718
5.72,182.579,199.372,204.431
5.73,183.817,197.444,202.64
5.74,183.878,200.283,205.461
5.75,183.15,198.733,203.295
5.76,183.346,198.794,203.178
5.77,183.955,197.297,201.158
5.78,183.324,194.297,198.801
5.79,184.517,198.734,204.425
5.8,183.208,192.598,197.249
5.81,181.806,197.459,202.344
5.82,184.621,198.199,202.756
5.83,183.82,192.113,197.559
5.84,183.935,199.432,204.58
5.85,183.726,194.477,198.605
5.86,181.907,198.257,202.642
5.87,183.179,198.863,202.304
5.88,183.975,193.059,198.41
5.89,184.336,196.637,201.222
5.9,184.384,199.563,204.084
5.91,181.168,189.775,195.152
5.92,184.013,201.2,204.936
5.93,183.232,196.724,199.935
5.94,184.485,197.456,203.366
5.95,184.722,198.511,204.29
5.96,181.899,193.783,199.718
5.97,181.797,195.207,199.87
5.98,183.028,200.602,205.014
5.99,182.566,196.48,202.832
6,181.173,192.583,197.993
6.01,183.741,205.758,210.691
6.02,183.296,193.55,199.44
6.03,184.002,195.898,201.198
6.04,184.521,202.203,205.465
6.05,181.922,197.976,202.354
6.06,183.058,199.282,205.1
6.07,183.708,196.997,201.213
6.08,183.378,199.385,205.033
6.09,183.025,194.665,196.893
6.1,183.767,203.582,207.375
6.11,183.267,195.946,200.342
6.12,183.707,197.826,201.904
6.13,183.208,195.411,199.997
6.14,183.829,195.71,199.594
6.15,183.251,198.346,204.137
6.16,181.907,190.933,196.96
6.17,183.803,205.156,210.161
6.18,181.969,190.868,196.839
6.19,183.681,195.517,200.998
6.2,182.589,200.047,205.201
6.21,179.761,190.212,195.542
6.22,182.33,200.145,205.407
6.23,183.077,195.214,199.801
6.24,182.571,195.876,202.355
6.25,183.836,196.013,200.133
6.26,183.894,198.758,202.525
6.27,183.208,197.018,201.567
6.28,184.457,201.571,204.78
6.29,181.468,192.539,200.131
6.3,184.591,193.492,196.959
6.31,183.897,199.783,203.65
6.32,183.019,201.622,205.901
6.33,181.108,188.99,194.333
6.34,184.817,204.143,209.683
6.35,184.618,193.219,197.768
6.36,181.993,197.431,202
6.37,181.794,197.353,201.86
6.38,182.585,195.531,200.682
6.39,181.407,195.237,203.983
6.4,184.1,196.335,203.951
6.41,183.381,194.69,200.591
6.42,179.956,197.194,202.17
6.43,180.939,197.725,201.569
6.44,181.81,199.053,204.012
6.45,181.838,193.989,199.862
6.46,183.714,196.729,202.148
6.47,182.573,196.423,201.561
6.48,181.693,196.534,201.15
6.49,181.212,196.986,202.12
6.5,183.205,199.515,203.915
6.51,181.761,197.123,200.356
6.52,181.763,202.593,205.833
6.53,181.963,192.988,198.776
6.54,184.537,200.601,203.875
6.55,183.894,197.727,201.539
6.56,183.157,193.786,198.455
6.57,181.888,198.256,203.962
6.58,182.381,193.626,197.677
6.59,181.888,196.096,201.862
6.6,183.989,198.433,203.655
6.61,185.157,192.047,196.243
6.62,183.247,200.432,207.278
6.63,182.486,196.176,200.195
6.64,181.838,195.219,201.056
6.65,181.31,192.158,198.666
6.66,183.099,195.765,201.672
6.67,181.208,192.522,197.677
6.68,185.233,205.309,207.891
6.69,182.471,197.352,202.56
6.7,183.327,194.368,197.531
6.71,184.394,206.287,208.329
6.72,181.871,192.111,196.666
6.73,182.308,196.404,200.466
6.74,182.556,199.796,205.8
6.75,185.209,193.592,197.706
6.76,182.405,200.504,205.584
6.77,181.938,198.417,204.073
6.78,181.888,191.061,196.975
6.79,182.432,196.358,200.307
6.8,183.175,200.642,203.844
6.81,182.962,198.538,203.158
6.82,181.297,195.285,200.289
6.83,181.671,197.457,202.072
6.84,180.384,191.99,196.705
6.85,180.38,199.57,203.993
6.86,181.564,199.684,202.815
6.87,180.316,195.905,200.466
6.88,182.453,194.704,199.872
6.89,182.612,199.903,203.622
6.9,179.563,193.438,197.607
6.91,181.761,200.183,203.368
6.92,180.431,191.824,196.375
6.93,183.101,198.612,200.605
6.94,182.455,197.793,200.385
6.95,181.881,195.013,198.17
6.96,183.304,197.498,200.632
6.97,184.557,196.076,200.74
6.98,183.953,195.258,199.161
6.99,181.76,193.505,196.753
7,181.742,191.112,193.38
7.01,181.267,195.678,198.071
7.02,178.473,193.418,198.388
7.03,181.637,199.418,205.071
7.04,183.123,193.531,199.58
7.05,181.838,196.503,202.303
7.06,179.755,195.017,200.214
7.07,179.655,192.937,196.847
7.08,181.697,199.694,202.943
7.09,181.069,192.2,196.156
7.1,183.326,198.78,201.874
7.11,182.662,201.471,205.117
7.12,181.757,191.636,197.504
7.13,183.807,197.172,202.493
7.14,179.269,189.055,194.872
7.15,180.282,200.186,203.403
7.16,179.786,194.554,198.313
7.17,180.976,196.518,201.658
7.18,182.39,195.966,201.16
7.19,181.965,191.053,196.896
7.2,181.241,194.053,199.264
7.21,179.797,195.337,200.378
7.22,182.278,199.099,200.537
7.23,180.569,196.906,201.218
7.24,180.347,194.203,197.459
7.25,180.976,198.363,200.986
7.26,179.915,200.001,203.546
7.27,178.902,194.141,198.708
7.28,179.655,201.764,205.506
7.29,179.693,194.911,197.441
7.3,180.283,199.065,202.299
7.31,181.095,200.702,203.284
7.32,181.688,197.204,199.196
7.33,182.348,199.622,202.189
7.34,182.389,199.269,200.606
7.35,181.092,196.11,198.658
7.36,181.739,197.868,199.806
7.37,182.533,194.14,198.04
7.38,183.25,196.895,201.407
7.39,181.469,194.007,197.934
7.4,181.265,193.799,197.543
7.41,181.663,200.331,203.6
7.42,179.604,196.95,200.827
7.43,180.914,201.152,205.071
7.44,179.114,191.078,196.95
7.45,181.261,196.369,201.474
7.46,182.468,192.74,197.973
7.47,180.483,192.975,197.548
7.48,181.71,201.647,204.853
7.49,180.296,196.919,200.176
7.5,181.019,201.136,204.964
7.51,181.123,191.667,195.682
7.52,183.11,200.221,204.881
7.53,181.893,192.383,199.596
7.54,183.251,196.252,202.104
7.55,182.416,198.233,203.278
7.56,181.069,199.01,202.833
7.57,180.38,196.389,200.882
7.58,180.481,193.941,198.399
7.59,182.536,199.583,203.472
7.6,183.846,196.44,200.417
7.61,182.483,195.353,199.276
7.62,181.608,198.773,202.024
7.63,179.678,194.705,197.25
7.64,180.273,201.64,203.574
7.65,179.709,194.075,198.011
7.66,180.575,196.345,202.064
7.67,181.844,195.487,202.633
7.68,181.153,192.877,199.309
7.69,181.744,200.523,205.005
7.7,181.607,197.332,200.513
7.71,181.683,200.971,201.569
7.72,180.776,199.194,198.973
7.73,180.154,200.241,201.02
7.74,180.708,200.348,202.59
7.75,181.737,196.297,202.011
7.76,182.571,194.283,200.813
7.77,180.938,194.215,198.939
7.78,179.965,202.709,204.903
7.79,179.421,198.341,198.842
7.8,180.906,200.237,202.657
7.81,180.706,198.042,202.789
7.82,180.576,195.415,201.065
7.83,181.008,197.038,201.074
7.84,181.069,197.518,201.369
7.85,181.649,197.144,200.478
7.86,179.801,195.614,199.474
7.87,178.341,200.6,204.247
7.88,179.757,193.835,198.95
7.89,181.088,192.512,198.987
7.9,181.958,198.009,204.965
7.91,178.401,188.16,194.806
7.92,181.563,202.175,205.503
7.93,181.134,195.271,199.106
7.94,181.629,196.801,200.159
7.95,182.149,199.085,201.937
7.96,183.226,195.27,200.435
7.97,183.935,193.61,198.91
7.98,182.104,193.535,199.348
7.99,181.794,198.041,202.533
8,181.007,192.221,196.358
8.01,183.662,200.543,203.307
8.02,181.914,193.971,198.444
8.03,184.08,198.187,202.731
8.04,183.384,194.614,200.392
8.05,182.675,195.673,199.593
8.06,181.168,194.402,199.545
8.07,181.798,194.657,199.355
8.08,181.304,192.578,198.98
8.09,182.521,196.093,201.287
8.1,183.213,196.801,201.55
8.11,183.848,195.449,201.986
8.12,181.838,191.188,197.144
8.13,181.052,196.104,201.208
8.14,180.324,194.029,198.524
8.15,179.721,201.564,205.367
8.16,179.699,194.324,199.606
8.17,181.838,192.661,198.573
8.18,183.132,198.873,204.646
8.19,180.462,191.749,197.609
8.2,179.06,197.298,202.943
8.21,179.058,194.897,199.391
8.22,179.69,196.861,201.841
8.23,179.713,196.547,200.221
8.24,180.951,201.787,203.118
8.25,180.386,198.466,201.541
8.26,181.041,196.291,198.882
8.27,180.207,200.249,202.254
8.28,178.177,195.986,199.864
8.29,179.696,199.456,202.048
8.3,180.367,195.342,199.417
8.31,183.09,195.692,197.851
8.32,182.455,195.905,198.522
8.33,181.662,201.269,203.244
8.34,180.381,196.907,198.892
8.35,180.46,200.316,204.652
8.36,181.044,195.137,197.871
8.37,179.742,193.254,198.399
8.38,181.056,195.887,201
8.39,181.157,191.887,198.446
8.4,181.838,193.033,200.272
8.41,181.955,196.093,201.035
8.42,180.38,196.163,200.661
8.43,180.816,195.586,199.703
8.44,181.733,195.2,199.81
8.45,181.209,192.43,198.923
8.46,182.424,195.499,200.797
8.47,182.619,193.401,199.915
8.48,183.269,195.613,200.012
8.49,182.985,200.767,204.021
8.5,180.576,194.737,199.212
8.51,183.956,197.947,201.903
8.52,183.199,193.674,199.65
8.53,181.88,194.189,199.929
8.54,181.036,198.189,203.226
8.55,180.411,199.327,202.443
8.56,180.384,197.369,201.958
8.57,180.495,194.127,199.887
8.58,181.172,196.504,201.705
8.59,180.369,194.578,200.554
8.6,179.74,193.431,201.097
8.61,179.805,195.672,202.004
8.62,179.694,192.44,197.649
8.63,179.76,194.519,199.615
8.64,181.214,192.477,197.729
8.65,183.158,193.728,198.398
8.66,181.641,194.94,199.543
8.67,182.405,196.007,198.668
8.68,182.397,196.752,199.304
8.69,181.884,193.238,196.421
8.7,183.153,193.521,195.519
8.71,180.406,195.245,198.43
8.72,181.79,199.557,201.526
8.73,181.811,194.417,197.649
