tiempo, ax, ay, az,,,,
112.175677,132,126,153,,110.534721,110.127639,
112.18167,132,127,154,,110.540714,110.133632,
112.186279,131,126,146,,110.545323,110.138241,
112.191624,130,127,143,,110.550668,110.143586,
112.195622,129,127,150,,110.554666,110.147584,
112.201562,128,130,165,,110.560606,110.153524,
112.205622,125,127,154,,110.564666,110.157584,
112.211617,124,125,148,,110.570661,110.163579,
112.218621,124,124,150,,110.577665,110.170583,
112.220621,125,123,150,,110.579665,110.172583,
112.22662,128,124,151,,110.585664,110.178582,
112.233621,129,124,149,,110.592665,110.185583,
112.235612,129,126,152,,110.594656,110.187574,
112.242069,130,124,152,,110.601113,110.194031,
112.245561,131,124,157,,110.604605,110.197523,
112.251619,131,124,158,,110.610663,110.203581,
112.255616,130,125,149,,110.61466,110.207578,
112.261621,131,127,149,,110.620665,110.213583,
112.265617,130,128,150,,110.624661,110.217579,
112.271542,130,128,153,,110.630586,110.223504,
112.275558,129,128,148,,110.634602,110.22752,
112.281621,129,127,149,,110.640665,110.233583,
112.285773,128,127,153,,110.644817,110.237735,
112.291545,126,125,153,,110.650589,110.243507,
112.295616,125,125,154,,110.65466,110.247578,
112.301621,125,122,159,,110.660665,110.253583,
112.307623,125,123,155,,110.666667,110.259585,
112.31162,126,124,149,,110.670664,110.263582,
112.315614,128,126,152,,110.674658,110.267576,
112.321625,129,127,158,,110.680669,110.273587,
112.325615,131,126,152,,110.684659,110.277577,
112.331623,131,126,148,,110.690667,110.283585,
112.335561,131,124,149,,110.694605,110.287523,
112.341578,132,124,152,,110.700622,110.29354,
112.345988,131,126,155,,110.705032,110.29795,
112.351623,130,123,151,,110.710667,110.303585,
112.355622,129,125,152,,110.714666,110.307584,
112.361622,128,122,151,,110.720666,110.313584,
112.365619,128,125,156,,110.724663,110.317581,
112.371566,127,125,155,,110.73061,110.323528,
112.375663,126,128,151,,110.734707,110.327625,
112.381776,127,127,154,,110.74082,110.333738,
112.385615,128,127,154,,110.744659,110.337577,
112.391624,128,126,149,,110.750668,110.343586,
112.39562,129,126,152,,110.754664,110.347582,
112.401615,130,127,161,,110.760659,110.353577,
112.40562,130,125,150,,110.764664,110.357582,
112.411622,130,124,146,,110.770666,110.363584,
112.41562,131,124,156,,110.774664,110.367582,
112.421621,131,124,158,,110.780665,110.373583,
112.425618,129,125,147,,110.784662,110.37758,
112.431672,129,124,153,,110.790716,110.383634,
112.435669,129,124,156,,110.794713,110.387631,
112.441679,128,126,151,,110.800723,110.393641,
112.445673,128,127,148,,110.804717,110.397635,
112.45167,129,126,156,,110.810714,110.403632,
112.455586,129,127,155,,110.81463,110.407548,
112.465676,129,125,146,,110.82472,110.417638,
112.46967,131,126,150,,110.828714,110.421632,
112.472665,131,126,153,,110.831709,110.424627,
112.482671,131,125,149,,110.841715,110.434633,
112.485679,131,124,149,,110.844723,110.437641,
112.487664,131,125,155,,110.846708,110.439626,
112.491808,131,126,157,,110.850852,110.44377,
112.495628,129,126,151,,110.854672,110.44759,
112.501623,128,126,148,,110.860667,110.453585,
112.506617,128,126,156,,110.865661,110.458579,
112.512627,129,125,158,,110.871671,110.464589,
112.516626,129,124,145,,110.87567,110.468588,
112.522621,129,125,146,,110.881665,110.474583,
112.526629,130,124,156,,110.885673,110.478591,
112.531623,130,123,150,,110.890667,110.483585,
112.535609,130,125,150,,110.894653,110.487571,
112.541626,131,124,157,,110.90067,110.493588,
112.54562,131,125,148,,110.904664,110.497582,
112.551615,130,125,146,,110.910659,110.503577,
112.555614,130,128,151,,110.914658,110.507576,
112.561623,130,127,154,,110.920667,110.513585,
112.565623,130,129,154,,110.924667,110.517585,
112.571617,130,128,148,,110.930661,110.523579,
112.578623,131,126,145,,110.937667,110.530585,
112.580622,130,127,150,,110.939666,110.532584,
112.586621,129,127,152,,110.945665,110.538583,
112.590619,128,124,153,,110.949663,110.542581,
112.596617,128,127,154,,110.955661,110.548579,
112.600622,128,126,151,,110.959666,110.552584,
112.606626,128,127,149,,110.96567,110.558588,
112.610618,128,127,152,,110.969662,110.56258,
112.616622,128,125,152,,110.975666,110.568584,
112.620673,128,127,152,,110.979717,110.572635,
112.626581,129,126,149,,110.985625,110.578543,
112.630671,130,125,154,,110.989715,110.582633,
112.636672,130,127,145,,110.995716,110.588634,
112.640674,131,126,148,,110.999718,110.592636,
112.649673,131,126,156,,111.008717,110.601635,
112.652672,130,127,148,,111.011716,110.604634,
112.656948,129,126,152,,111.015992,110.60891,
112.660665,129,125,159,,111.019709,110.612627,
112.666617,128,125,150,,111.025661,110.618579,
112.670666,127,126,150,,111.02971,110.622628,
112.676675,128,125,157,,111.035719,110.628637,
112.680672,127,125,150,,111.039716,110.632634,
112.687674,127,125,148,,111.046718,110.639636,
112.691571,128,125,155,,111.050615,110.643533,
112.695621,129,124,156,,111.054665,110.647583,
112.701623,129,127,151,,111.060667,110.653585,
112.705623,129,127,149,,111.064667,110.657585,
112.711618,130,126,153,,111.070662,110.66358,
112.715616,129,127,153,,111.07466,110.667578,
112.721626,128,125,145,,111.08067,110.673588,
112.725623,129,126,155,,111.084667,110.677585,
112.731621,129,128,155,,111.090665,110.683583,
112.735621,128,128,148,,111.094665,110.687583,
112.741622,128,127,153,,111.100666,110.693584,
112.745628,128,126,152,,111.104672,110.69759,
112.751622,127,127,155,,111.110666,110.703584,
112.755678,127,127,153,,111.114722,110.70764,
112.761975,127,127,153,,111.121019,110.713937,
112.7656,128,126,157,,111.124644,110.717562,
112.771676,127,125,151,,111.13072,110.723638,
112.775673,127,126,149,,111.134717,110.727635,
112.781669,128,125,155,,111.140713,110.733631,
112.785673,128,125,155,,111.144717,110.737635,
112.791668,129,126,152,,111.150712,110.74363,
112.795671,130,126,158,,111.154715,110.747633,
112.801672,130,126,153,,111.160716,110.753634,
112.805669,130,125,147,,111.164713,110.757631,
112.811666,130,124,147,,111.17071,110.763628,
112.81567,131,126,153,,111.174714,110.767632,
112.821677,131,126,152,,111.180721,110.773639,
112.825674,130,126,153,,111.184718,110.777636,
112.831669,129,125,153,,111.190713,110.783631,
112.83567,129,124,151,,111.194714,110.787632,
112.841678,128,127,152,,111.200722,110.79364,
112.845673,127,127,155,,111.204717,110.797635,
112.851679,127,127,155,,111.210723,110.803641,
112.855672,127,127,155,,111.214716,110.807634,
112.861667,127,126,153,,111.220711,110.813629,
112.865702,128,126,151,,111.224746,110.817664,
112.871668,130,125,147,,111.230712,110.82363,
112.87567,132,127,150,,111.234714,110.827632,
112.881669,132,126,149,,111.240713,110.833631,
112.885674,132,123,147,,111.244718,110.837636,
112.891665,132,125,148,,111.250709,110.843627,
112.895668,131,123,153,,111.254712,110.84763,
112.901659,131,121,155,,111.260703,110.853621,
112.905667,130,125,154,,111.264711,110.857629,
112.911612,128,126,154,,111.270656,110.863574,
112.915671,127,127,158,,111.274715,110.867633,
112.92467,126,126,155,,111.283714,110.876632,
112.927672,126,126,151,,111.286716,110.879634,
112.931669,128,126,159,,111.290713,110.883631,
112.935667,129,124,154,,111.294711,110.887629,
112.941677,130,126,148,,111.300721,110.893639,
112.945669,131,124,144,,111.304713,110.897631,
112.951672,132,125,151,,111.310716,110.903634,
112.955672,131,125,149,,111.314716,110.907634,
112.96167,131,124,149,,111.320714,110.913632,
112.965675,131,124,151,,111.324719,110.917637,
112.971668,131,127,152,,111.330712,110.92363,
112.975669,131,127,147,,111.334713,110.927631,
112.98167,130,128,145,,111.340714,110.933632,
112.985673,129,127,155,,111.344717,110.937635,
112.991673,128,129,160,,111.350717,110.943635,
112.995669,126,128,151,,111.354713,110.947631,
113.001672,127,128,152,,111.360716,110.953634,
113.005671,128,127,156,,111.364715,110.957633,
113.011671,129,126,147,,111.370715,110.963633,
113.015666,130,124,145,,111.37471,110.967628,
113.024835,131,124,154,,111.383879,110.976797,
113.027679,130,124,151,,111.386723,110.979641,
113.03167,129,124,148,,111.390714,110.983632,
113.035674,130,124,159,,111.394718,110.987636,
113.041675,129,122,156,,111.400719,110.993637,
113.04567,129,124,148,,111.404714,110.997632,
113.051677,130,126,148,,111.410721,111.003639,
113.05567,131,126,151,,111.414714,111.007632,
113.061671,131,128,151,,111.420715,111.013633,
113.065669,131,128,152,,111.424713,111.017631,
113.071669,131,127,149,,111.430713,111.023631,
113.075669,131,127,146,,111.434713,111.027631,
113.081674,130,128,149,,111.440718,111.033636,
113.085566,129,126,150,,111.44461,111.037528,
113.09167,128,125,152,,111.450714,111.043632,
113.095668,126,128,156,,111.454712,111.04763,
113.101677,126,126,152,,111.460721,111.053639,
113.105676,126,126,148,,111.46472,111.057638,
113.111679,127,125,150,,111.470723,111.063641,
113.115669,128,126,152,,111.474713,111.067631,
113.121676,129,127,151,,111.48072,111.073638,
113.125678,130,125,150,,111.484722,111.07764,
113.131662,132,127,149,,111.490706,111.083624,
113.135672,132,125,148,,111.494716,111.087634,
113.141672,131,124,149,,111.500716,111.093634,
113.145672,131,125,150,,111.504716,111.097634,
113.151673,130,125,153,,111.510717,111.103635,
113.157684,129,125,157,,111.516728,111.109646,
113.160611,127,124,153,,111.519655,111.112573,
113.165625,126,127,152,,111.524669,111.117587,
113.171671,127,128,156,,111.530715,111.123633,
113.175674,127,127,157,,111.534718,111.127636,
113.181652,126,128,153,,111.540696,111.133614,
113.188677,126,126,155,,111.547721,111.140639,
113.190666,126,125,158,,111.54971,111.142628,
113.196673,127,122,150,,111.555717,111.148635,
113.202674,129,124,153,,111.561718,111.154636,
113.20667,131,123,156,,111.565714,111.158632,
113.210615,132,123,146,,111.569659,111.162577,
113.216678,132,124,135,,111.575722,111.16864,
113.223674,133,123,145,,111.582718,111.175636,
113.225676,133,123,157,,111.58472,111.177638,
113.231669,131,126,158,,111.590713,111.183631,
113.235652,128,125,159,,111.594696,111.187614,
113.241676,125,127,163,,111.60072,111.193638,
113.24567,121,126,152,,111.604714,111.197632,
113.251671,122,126,158,,111.610715,111.203633,
113.255666,123,126,159,,111.61471,111.207628,
113.26167,125,127,157,,111.620714,111.213632,
113.265675,128,127,155,,111.624719,111.217637,
113.271675,130,126,149,,111.630719,111.223637,
113.27567,132,126,147,,111.634714,111.227632,
113.281543,133,127,147,,111.640587,111.233505,
113.285631,133,126,147,,111.644675,111.237593,
113.291681,132,124,150,,111.650725,111.243643,
113.298672,131,125,158,,111.657716,111.250634,
113.300672,129,125,160,,111.659716,111.252634,
113.306669,126,125,156,,111.665713,111.258631,
113.310674,125,126,155,,111.669718,111.262636,
113.316681,125,126,162,,111.675725,111.268643,
113.32068,126,126,162,,111.679724,111.272642,
113.326674,128,127,151,,111.685718,111.278636,
113.330674,131,127,151,,111.689718,111.282636,
113.336673,133,126,149,,111.695717,111.288635,
113.340549,133,126,143,,111.699593,111.292511,
113.346673,133,124,142,,111.705717,111.298635,
113.350672,132,125,152,,111.709716,111.302634,
113.356677,130,125,151,,111.715721,111.308639,
113.36068,128,124,153,,111.719724,111.312642,
113.366699,127,125,155,,111.725743,111.318661,
113.370678,126,125,159,,111.729722,111.32264,
113.376674,126,125,159,,111.735718,111.328636,
113.380675,127,128,156,,111.739719,111.332637,
113.386675,128,127,153,,111.745719,111.338637,
113.390673,130,130,160,,111.749717,111.342635,
113.396692,132,129,153,,111.755736,111.348654,
113.400686,133,126,147,,111.75973,111.352648,
113.406673,134,127,144,,111.765717,111.358635,
113.413683,133,125,142,,111.772727,111.365645,
113.415678,133,127,146,,111.774722,111.36764,
113.421673,131,125,150,,111.780717,111.373635,
113.425685,129,124,153,,111.784729,111.377647,
113.431673,127,128,155,,111.790717,111.383635,
113.43568,126,126,154,,111.794724,111.387642,
113.441678,126,127,158,,111.800722,111.39364,
113.445622,127,127,160,,111.804666,111.397584,
113.45166,128,128,157,,111.810704,111.403622,
113.455682,130,126,152,,111.814726,111.407644,
113.464687,131,126,151,,111.823731,111.416649,
113.467675,132,127,151,,111.826719,111.419637,
113.471676,133,124,145,,111.83072,111.423638,
113.475681,134,126,146,,111.834725,111.427643,
113.481672,133,125,143,,111.840716,111.433634,
113.485675,132,124,141,,111.844719,111.437637,
113.492673,131,124,144,,111.851717,111.444635,
113.496687,130,126,153,,111.855731,111.448649,
113.502678,129,127,153,,111.861722,111.45464,
113.506676,127,127,153,,111.86572,111.458638,
113.512688,126,126,153,,111.871732,111.46465,
113.516689,126,126,154,,111.875733,111.468651,
113.521678,126,127,158,,111.880722,111.47364,
113.525678,128,126,155,,111.884722,111.47764,
113.534606,131,126,148,,111.89365,111.486568,
113.536677,133,127,142,,111.895721,111.488639,
113.542677,134,127,142,,111.901721,111.494639,
113.54569,135,125,143,,111.904734,111.497652,
113.55068,134,127,143,,111.909724,111.502642,
113.556679,133,126,147,,111.915723,111.508641,
113.560678,131,126,151,,111.919722,111.51264,
113.566679,128,126,148,,111.925723,111.518641,
113.570674,126,127,150,,111.929718,111.522636,
113.576678,124,128,161,,111.935722,111.52864,
113.580693,122,126,162,,111.939737,111.532655,
113.586673,123,127,154,,111.945717,111.538635,
113.590686,126,126,156,,111.94973,111.542648,
113.596662,128,126,158,,111.955706,111.548624,
113.600674,129,127,148,,111.959718,111.552636,
113.606599,131,126,147,,111.965643,111.558561,
113.610675,133,124,155,,111.969719,111.562637,
113.616684,132,126,143,,111.975728,111.568646,
113.620679,131,125,141,,111.979723,111.572641,
113.626679,131,125,151,,111.985723,111.578641,
113.630673,129,124,153,,111.989717,111.582635,
113.63668,126,127,151,,111.995724,111.588642,
113.640675,125,126,152,,111.999719,111.592637,
113.646679,124,126,159,,112.005723,111.598641,
113.650679,124,126,156,,112.009723,111.602641,
113.65668,125,126,158,,112.015724,111.608642,
113.660688,126,125,157,,112.019732,111.61265,
113.66668,127,127,155,,112.025724,111.618642,
113.670674,127,128,152,,112.029718,111.622636,
113.67662,128,126,151,,112.035664,111.628582,
113.680681,130,126,152,,112.039725,111.632643,
113.686681,130,126,149,,112.045725,111.638643,
113.690681,129,125,143,,112.049725,111.642643,
113.696678,129,126,150,,112.055722,111.64864,
113.700672,129,127,161,,112.059716,111.652634,
113.706548,127,127,160,,112.065592,111.65851,
113.713631,125,124,154,,112.072675,111.665593,
113.715619,125,125,153,,112.074663,111.667581,
113.721628,126,128,155,,112.080672,111.67359,
113.725626,127,128,158,,112.08467,111.677588,
113.731628,129,127,154,,112.090672,111.68359,
113.735624,131,125,145,,112.094668,111.687586,
113.745629,132,126,143,,112.104673,111.697591,
113.749576,133,126,151,,112.10862,111.701538,
113.752566,134,127,155,,112.11161,111.704528,
113.762687,133,123,150,,112.121731,111.714649,
113.765677,131,125,152,,112.124721,111.717639,
113.767665,128,125,155,,112.126709,111.719627,
113.771681,126,124,150,,112.130725,111.723643,
113.775678,126,124,157,,112.134722,111.72764,
113.781681,125,125,157,,112.140725,111.733643,
113.785681,126,125,151,,112.144725,111.737643,
113.79168,128,126,151,,112.150724,111.743642,
113.795672,130,128,157,,112.154716,111.747634,
113.801676,131,127,152,,112.16072,111.753638,
113.805679,131,126,154,,112.164723,111.757641,
113.812677,131,125,162,,112.171721,111.764639,
113.816657,130,124,158,,112.175701,111.768619,
113.822865,128,127,148,,112.181909,111.774827,
113.826681,127,129,152,,112.185725,111.778643,
113.832677,127,129,158,,112.191721,111.784639,
113.835673,127,129,155,,112.194717,111.787635,
113.841689,129,128,142,,112.200733,111.793651,
113.848682,132,126,140,,112.207726,111.800644,
113.850671,134,129,148,,112.209715,111.802633,
113.856681,135,127,152,,112.215725,111.808643,
113.860681,135,126,156,,112.219725,111.812643,
113.866679,133,124,152,,112.225723,111.818641,
113.870549,130,124,150,,112.229593,111.822511,
113.876643,127,124,150,,112.235687,111.828605,
113.880626,126,123,148,,112.23967,111.832588,
113.88663,127,126,161,,112.245674,111.838592,
113.890626,126,130,153,,112.24967,111.842588,
113.89663,127,129,152,,112.255674,111.848592,
113.900629,129,128,159,,112.259673,111.852591,
113.906624,130,126,154,,112.265668,111.858586,
113.910575,131,125,143,,112.269619,111.862537,
113.916631,132,127,152,,112.275675,111.868593,
113.920636,133,127,151,,112.27968,111.872598,
113.926631,133,126,146,,112.285675,111.878593,
113.930624,133,127,142,,112.289668,111.882586,
113.936636,133,125,150,,112.29568,111.888598,
113.940574,131,128,151,,112.299618,111.892536,
113.946635,129,128,149,,112.305679,111.898597,
113.950631,129,129,157,,112.309675,111.902593,
113.956635,129,129,158,,112.315679,111.908597,
113.960626,129,129,148,,112.31967,111.912588,
113.96663,130,129,147,,112.325674,111.918592,
113.972632,130,128,146,,112.331676,111.924594,
113.97663,130,127,146,,112.335674,111.928592,
113.980679,130,126,152,,112.339723,111.932641,
113.986627,130,124,159,,112.345671,111.938589,
113.990635,129,123,148,,112.349679,111.942597,
113.996633,128,124,151,,112.355677,111.948595,
114.000629,128,127,156,,112.359673,111.952591,
114.006626,128,124,151,,112.36567,111.958588,
114.010626,128,126,148,,112.36967,111.962588,
114.016631,129,128,146,,112.375675,111.968593,
114.020632,129,128,147,,112.379676,111.972594,
114.02663,130,128,155,,112.385674,111.978592,
114.030634,130,126,156,,112.389678,111.982596,
114.036633,131,125,153,,112.395677,111.988595,
114.040632,131,127,149,,112.399676,111.992594,
114.046635,130,124,146,,112.405679,111.998597,
114.050627,129,127,153,,112.409671,112.002589,
114.05663,127,130,151,,112.415674,112.008592,
114.060634,127,129,155,,112.419678,112.012596,
114.066636,126,129,150,,112.42568,112.018598,
114.070631,126,128,145,,112.429675,112.022593,
114.076632,127,126,151,,112.435676,112.028594,
114.080574,128,128,159,,112.439618,112.032536,
114.086631,128,123,147,,112.445675,112.038593,
114.094632,130,125,147,,112.453676,112.046594,
114.096627,131,125,149,,112.455671,112.048589,
114.100556,130,124,145,,112.4596,112.052518,
114.10663,130,125,158,,112.465674,112.058592,
114.110627,129,126,155,,112.469671,112.062589,
114.116626,128,126,147,,112.47567,112.068588,
114.12058,129,128,151,,112.479624,112.072542,
114.126636,129,127,150,,112.48568,112.078598,
114.132624,129,126,143,,112.491668,112.084586,
114.136637,129,124,146,,112.495681,112.088599,
114.140631,129,125,155,,112.499675,112.092593,
114.146631,128,124,153,,112.505675,112.098593,
114.150572,127,123,151,,112.509616,112.102534,
114.156634,127,124,156,,112.515678,112.108596,
114.163629,127,125,153,,112.522673,112.115591,
114.165623,128,127,157,,112.524667,112.117585,
114.171631,128,124,158,,112.530675,112.123593,
114.175628,129,124,150,,112.534672,112.12759,
114.181638,130,126,147,,112.540682,112.1336,
114.185633,131,127,158,,112.544677,112.137595,
114.191631,130,128,148,,112.550675,112.143593,
114.195626,130,128,147,,112.55467,112.147588,
114.201636,129,128,155,,112.56068,112.153598,
114.205632,128,126,158,,112.564676,112.157594,
114.211631,127,126,153,,112.570675,112.163593,
114.215649,126,127,155,,112.574693,112.167611,
114.221647,126,127,157,,112.580691,112.173609,
114.225636,125,128,156,,112.58468,112.177598,
114.231627,125,128,150,,112.590671,112.183589,
114.235632,126,128,153,,112.594676,112.187594,
114.241633,127,129,152,,112.600677,112.193595,
114.245825,129,128,154,,112.604869,112.197787,
114.251626,131,127,149,,112.61067,112.203588,
114.258634,132,126,142,,112.617678,112.210596,
114.260629,133,128,144,,112.619673,112.212591,
114.266628,132,127,146,,112.625672,112.21859,
114.273631,131,125,145,,112.632675,112.225593,
114.276633,131,123,153,,112.635677,112.228595,
114.282627,130,120,163,,112.641671,112.234589,
114.286629,127,125,154,,112.645673,112.238591,
114.292631,126,125,155,,112.651675,112.244593,
114.296633,125,128,163,,112.655677,112.248595,
114.301633,124,125,161,,112.660677,112.253595,
114.305633,123,125,161,,112.664677,112.257595,
114.311635,125,124,161,,112.670679,112.263597,
114.315614,127,121,155,,112.674658,112.267576,
114.321632,131,124,151,,112.680676,112.273594,
114.325634,134,128,148,,112.684678,112.277596,
114.331578,136,129,152,,112.690622,112.28354,
114.335627,136,129,144,,112.694671,112.287589,
114.341637,135,122,136,,112.700681,112.293599,
114.345638,134,126,142,,112.704682,112.2976,
114.351625,133,130,152,,112.710669,112.303587,
114.355632,130,134,160,,112.714676,112.307594,
114.361635,128,132,157,,112.720679,112.313597,
114.365629,126,131,155,,112.724673,112.317591,
114.371631,125,129,158,,112.730675,112.323593,
114.375633,124,130,156,,112.734677,112.327595,
114.381584,125,129,159,,112.740628,112.333546,
114.385628,127,129,159,,112.744672,112.33759,
114.391675,128,126,149,,112.750719,112.343637,
114.395633,130,125,142,,112.754677,112.347595,
114.401632,131,125,136,,112.760676,112.353594,
114.405569,132,125,141,,112.764613,112.357531,
114.411631,132,122,149,,112.770675,112.363593,
114.415629,132,122,151,,112.774673,112.367591,
114.421634,131,124,151,,112.780678,112.373596,
114.425631,131,126,156,,112.784675,112.377593,
114.431557,131,125,155,,112.790601,112.383519,
114.435635,130,126,152,,112.794679,112.387597,
114.441687,131,127,155,,112.800731,112.393649,
114.445685,131,130,157,,112.804729,112.397647,
114.451674,131,130,152,,112.810718,112.403636,
114.455686,132,131,153,,112.81473,112.407648,
114.461693,133,129,152,,112.820737,112.413655,
114.465681,131,127,143,,112.824725,112.417643,
114.471685,129,126,139,,112.830729,112.423647,
114.475679,127,125,151,,112.834723,112.427641,
114.481693,126,123,161,,112.840737,112.433655,
114.485684,125,125,163,,112.844728,112.437646,
114.491683,125,123,150,,112.850727,112.443645,
114.495681,127,125,147,,112.854725,112.447643,
114.501677,128,126,146,,112.860721,112.453639,
114.505684,131,127,156,,112.864728,112.457646,
114.511677,133,128,153,,112.870721,112.463639,
114.51568,135,126,148,,112.874724,112.467642,
114.521684,135,127,147,,112.880728,112.473646,
114.525677,134,129,142,,112.884721,112.477639,
114.53166,132,129,148,,112.890704,112.483622,
114.535675,130,131,159,,112.894719,112.487637,
114.541558,126,128,154,,112.900602,112.49352,
114.547699,123,129,150,,112.906743,112.499661,
114.550674,120,129,157,,112.909718,112.502636,
114.55571,120,129,159,,112.914754,112.507672,
114.561684,122,128,152,,112.920728,112.513646,
114.565691,126,127,154,,112.924735,112.517653,
114.571686,128,126,151,,112.93073,112.523648,
114.575686,130,125,146,,112.93473,112.527648,
114.581687,132,124,151,,112.940731,112.533649,
114.585675,134,124,153,,112.944719,112.537637,
114.591683,135,125,143,,112.950727,112.543645,
114.595677,135,126,143,,112.954721,112.547639,
114.60263,134,125,151,,112.961674,112.554592,
114.606686,132,128,150,,112.96573,112.558648,
114.612682,129,127,158,,112.971726,112.564644,
114.616684,125,127,166,,112.975728,112.568646,
114.622685,122,126,158,,112.981729,112.574647,
114.628681,120,128,148,,112.987725,112.580643,
114.630674,121,127,162,,112.989718,112.582636,
114.636674,122,127,161,,112.995718,112.588636,
114.640669,124,126,150,,112.999713,112.592631,
114.64669,128,126,157,,113.005734,112.598652,
114.650685,130,123,150,,113.009729,112.602647,
114.656691,132,125,141,,113.015735,112.608653,
114.660686,134,126,153,,113.01973,112.612648,
114.669683,134,125,153,,113.028727,112.621645,
114.672688,133,125,146,,113.031732,112.62465,
114.676686,131,125,147,,113.03573,112.628648,
114.680685,130,126,153,,113.039729,112.632647,
114.686693,128,126,152,,113.045737,112.638655,
114.690682,127,127,156,,113.049726,112.642644,
114.696693,126,128,157,,113.055737,112.648655,
114.700564,124,128,153,,113.059608,112.652526,
114.706646,125,129,156,,113.06569,112.658608,
114.710635,126,127,157,,113.069679,112.662597,
114.716578,127,127,155,,113.075622,112.66854,
114.720686,128,125,147,,113.07973,112.672648,
114.726687,130,126,143,,113.085731,112.678649,
114.730697,131,125,145,,113.089741,112.682659,
114.736681,132,127,150,,113.095725,112.688643,
114.740684,133,127,155,,113.099728,112.692646,
114.74668,132,125,149,,113.105724,112.698642,
114.750609,131,126,148,,113.109653,112.702571,
114.756684,131,125,151,,113.115728,112.708646,
114.760683,130,127,160,,113.119727,112.712645,
114.766678,130,127,155,,113.125722,112.71864,
114.770687,130,126,145,,113.129731,112.722649,
114.776687,130,129,151,,113.135731,112.728649,
114.780681,130,126,153,,113.139725,112.732643,
114.786681,130,127,154,,113.145725,112.738643,
114.790685,130,127,145,,113.149729,112.742647,
114.796685,130,128,149,,113.155729,112.748647,
114.800686,128,129,149,,113.15973,112.752648,
114.806682,127,129,148,,113.165726,112.758644,
114.810678,126,129,157,,113.169722,112.76264,
114.81668,127,126,161,,113.175724,112.768642,
114.82068,127,124,157,,113.179724,112.772642,
114.826681,128,125,151,,113.185725,112.778643,
114.830622,130,126,154,,113.189666,112.782584,
114.836685,131,127,159,,113.195729,112.788647,
114.840683,131,128,152,,113.199727,112.792645,
114.846677,132,127,150,,113.205721,112.798639,
114.850695,132,125,147,,113.209739,112.802657,
114.856828,132,124,144,,113.215872,112.80879,
114.860687,131,123,147,,113.219731,112.812649,
114.866684,130,124,151,,113.225728,112.818646,
114.870682,129,121,155,,113.229726,112.822644,
114.877686,128,120,152,,113.23673,112.829648,
114.881682,127,122,150,,113.240726,112.833644,
114.887681,127,122,154,,113.246725,112.839643,
114.891686,127,127,161,,113.25073,112.843648,
114.900683,128,128,155,,113.259727,112.852645,
114.902678,130,129,150,,113.261722,112.85464,
114.906689,130,129,148,,113.265733,112.858651,
114.910682,131,128,149,,113.269726,112.862644,
114.916691,131,128,147,,113.275735,112.868653,
114.920672,131,129,145,,113.279716,112.872634,
114.926725,131,128,153,,113.285769,112.878687,
114.93069,130,127,149,,113.289734,112.882652,
114.93668,129,126,146,,113.295724,112.888642,
114.940685,129,129,148,,113.299729,112.892647,
114.946685,128,128,152,,113.305729,112.898647,
114.950666,128,131,148,,113.30971,112.902628,
114.956696,127,128,149,,113.31574,112.908658,
114.960688,127,131,163,,113.319732,112.91265,
114.966688,126,128,157,,113.325732,112.91865,
114.970681,127,127,153,,113.329725,112.922643,
114.976682,129,127,153,,113.335726,112.928644,
114.980686,131,126,152,,113.33973,112.932648,
114.989628,132,124,143,,113.348672,112.94159,
114.991677,134,124,145,,113.350721,112.943639,
114.99763,134,124,147,,113.356674,112.949592,
115.000681,133,126,145,,113.359725,112.952643,
115.005683,132,126,149,,113.364727,112.957645,
115.011556,131,128,149,,113.3706,112.963518,
115.015679,128,128,149,,113.374723,112.967641,
115.025698,125,130,158,,113.384742,112.97766,
115.029686,122,129,160,,113.38873,112.981648,
115.03268,121,130,156,,113.391724,112.984642,
115.042683,123,130,158,,113.401727,112.994645,
115.045683,125,130,161,,113.404727,112.997645,
115.047679,126,129,151,,113.406723,112.999641,
115.051682,129,129,155,,113.410726,113.003644,
115.055558,130,129,153,,113.414602,113.00752,
115.061686,131,127,150,,113.42073,113.013648,
115.065684,131,129,146,,113.424728,113.017646,
115.071678,132,128,147,,113.430722,113.02364,
115.075684,131,128,153,,113.434728,113.027646,
115.084686,129,127,148,,113.44373,113.036648,
115.086624,127,126,149,,113.445668,113.038586,
115.090681,125,126,159,,113.449725,113.042643,
115.096688,124,125,163,,113.455732,113.04865,
115.10068,125,126,160,,113.459724,113.052642,
115.106692,128,127,159,,113.465736,113.058654,
115.110676,129,126,153,,113.46972,113.062638,
115.116711,129,128,147,,113.475755,113.068673,
115.120689,128,127,150,,113.479733,113.072651,
115.12669,129,128,155,,113.485734,113.078652,
115.13068,130,128,157,,113.489724,113.082642,
115.136695,130,127,149,,113.495739,113.088657,
115.140688,129,126,143,,113.499732,113.09265,
115.146687,129,128,149,,113.505731,113.098649,
115.150694,128,126,156,,113.509738,113.102656,
115.156696,127,127,158,,113.51574,113.108658,
115.160683,127,125,156,,113.519727,113.112645,
115.16666,127,126,153,,113.525704,113.118622,
115.170688,128,127,150,,113.529732,113.12265,
115.176689,130,128,158,,113.535733,113.128651,
115.180688,131,130,158,,113.539732,113.13265,
115.186683,131,128,149,,113.545727,113.138645,
115.190687,132,128,151,,113.549731,113.142649,
115.196686,132,126,149,,113.55573,113.148648,
115.200693,132,127,150,,113.559737,113.152655,
115.206682,131,126,152,,113.565726,113.158644,
