tiempo, vx, vy, vz
0.569995,1.090967,-0.371654,-0.137772
0.572994,1.097228,-0.373999,-0.137799
0.579995,1.111842,-0.384944,-0.146071
0.582990,1.119265,-0.389626,-0.148439
0.590103,1.134113,-0.397966,-0.156843
0.592919,1.139991,-0.401268,-0.156868
0.599913,1.154591,-0.409468,-0.151464
0.602917,1.159687,-0.414165,-0.156187
0.609924,1.171576,-0.427857,-0.169943
0.612922,1.175490,-0.434888,-0.172314
0.619922,1.184631,-0.448567,-0.172377
0.622914,1.188538,-0.454414,-0.170065
0.629923,1.197690,-0.468111,-0.170128
0.632914,1.202764,-0.473956,-0.176000
0.639923,1.217395,-0.487653,-0.178802
0.642916,1.223643,-0.493502,-0.177659
0.649918,1.238260,-0.507185,-0.196879
0.652922,1.245704,-0.511881,-0.200428
0.659925,1.263060,-0.525566,-0.200491
0.662914,1.269299,-0.531407,-0.207527
0.669922,1.283928,-0.539624,-0.213068
0.672924,1.290195,-0.545491,-0.210748
0.679922,1.302068,-0.553696,-0.216281
0.682915,1.307146,-0.557205,-0.220987
0.689923,1.319036,-0.565422,-0.212833
0.692921,1.322950,-0.570109,-0.215204
0.699932,1.332105,-0.581070,-0.237188
0.702949,1.336045,-0.584607,-0.234857
0.709953,1.345191,-0.592819,-0.223970
0.712955,1.347937,-0.595166,-0.229864
0.719953,1.357075,-0.600636,-0.221721
0.722944,1.362150,-0.604143,-0.214734
0.729935,1.371278,-0.609608,-0.228459
0.732935,1.376368,-0.610780,-0.230831
0.738026,1.385006,-0.614760,-0.222917
0.745037,1.394161,-0.620240,-0.225721
0.748046,1.398090,-0.621416,-0.226924
0.755047,1.407232,-0.624152,-0.207833
0.758044,1.411145,-0.626495,-0.207860
0.765046,1.420288,-0.629232,-0.210659
0.768040,1.424198,-0.631572,-0.204836
0.775045,1.433345,-0.637048,-0.199423
0.778040,1.437256,-0.638218,-0.201791
0.785048,1.446406,-0.643696,-0.201854
0.788039,1.450312,-0.646034,-0.200712
0.795044,1.459459,-0.651510,-0.203513
0.798046,1.463379,-0.653856,-0.205886
0.805038,1.475242,-0.659322,-0.200484
0.809046,1.482042,-0.662455,-0.197387
0.816043,1.493913,-0.665190,-0.197450
0.819036,1.498991,-0.666359,-0.196307
0.826046,1.510884,-0.671839,-0.196370
0.829045,1.514801,-0.674183,-0.196397
0.835036,1.522623,-0.676525,-0.196450
0.838042,1.527724,-0.677699,-0.194128
0.845044,1.539603,-0.683173,-0.191454
0.848038,1.544683,-0.684343,-0.194991
0.855048,1.559316,-0.687083,-0.197794
0.858046,1.565574,-0.690598,-0.196649
0.865047,1.580189,-0.698807,-0.207657
0.868041,1.586438,-0.702317,-0.213535
0.875045,1.601059,-0.710529,-0.213598
0.878044,1.606147,-0.712874,-0.215969
0.885048,1.615293,-0.718348,-0.216032
0.889048,1.620516,-0.723038,-0.212942
0.893047,1.625738,-0.727727,-0.212977
0.900043,1.637607,-0.733196,-0.213040
0.903037,1.643857,-0.735536,-0.213067
0.910047,1.661230,-0.743756,-0.213130
0.913046,1.668663,-0.746100,-0.215501
0.920047,1.686013,-0.751572,-0.223773
0.923036,1.693421,-0.753909,-0.224968
0.930046,1.708054,-0.759388,-0.230511
0.933038,1.713130,-0.761727,-0.232876
0.940047,1.725022,-0.767206,-0.230200
0.943037,1.730095,-0.769543,-0.229058
0.950041,1.741978,-0.775018,-0.234596
0.953045,1.748248,-0.778540,-0.235797
0.960045,1.762861,-0.786748,-0.238596
0.963035,1.767934,-0.789085,-0.242129
0.970045,1.779827,-0.797304,-0.247671
0.973048,1.786096,-0.801999,-0.247698
0.980044,1.800699,-0.810202,-0.247761
0.983048,1.806970,-0.813724,-0.250136
0.990051,1.824326,-0.821935,-0.244725
0.993046,1.830578,-0.825447,-0.245923
0.999047,1.845450,-0.832483,-0.253013
1.003035,1.855333,-0.838717,-0.256166
1.009044,1.867877,-0.845763,-0.260917
1.013043,1.876225,-0.850452,-0.262516
1.020046,1.890843,-0.858663,-0.259842
1.023041,1.895924,-0.862175,-0.259869
1.029048,1.908464,-0.869218,-0.257575
1.032982,1.916676,-0.873831,-0.262223
1.040048,1.931426,-0.882116,-0.267810
1.043038,1.937667,-0.885621,-0.269005
1.050042,1.952288,-0.893834,-0.277281
1.053046,1.958559,-0.896182,-0.280830
1.060050,1.973179,-0.901657,-0.283630
1.063040,1.979421,-0.905162,-0.283657
1.070051,1.994056,-0.910643,-0.286460
1.073048,2.000312,-0.914157,-0.287659
1.080050,2.017665,-0.922367,-0.287721
1.082961,2.023742,-0.924642,-0.291161
1.089054,2.036460,-0.931786,-0.291216
1.093048,2.046359,-0.936469,-0.288130
1.107045,2.075577,-0.952881,-0.293726
1.111042,2.083920,-0.957567,-0.298448
1.111990,2.085899,-0.958679,-0.298457
1.114038,2.090174,-0.961881,-0.298475
1.124050,2.111074,-0.981446,-0.302478
1.126040,2.115228,-0.985335,-0.302496
1.128049,2.118637,-0.990046,-0.301729
1.135041,2.130499,-1.009175,-0.296326
1.138050,2.136781,-1.017407,-0.291649
1.145050,2.151393,-1.036558,-0.280769
1.148044,2.158813,-1.042409,-0.279626
1.154049,2.178389,-1.056491,-0.279680
1.158047,2.194547,-1.064304,-0.279716
1.164052,2.218817,-1.073692,-0.289157
1.168050,2.234976,-1.076817,-0.292319
1.175047,2.257786,-1.082286,-0.292381
1.178050,2.265228,-1.085807,-0.295929
1.185045,2.277096,-1.096743,-0.298726
1.187917,2.279724,-1.103478,-0.299875
1.195000,2.286204,-1.117319,-0.294402
1.197910,2.290004,-1.123006,-0.287604
1.205007,2.302045,-1.139648,-0.287668
1.208004,2.309473,-1.146676,-0.288866
1.213998,2.329013,-1.158390,-0.293605
1.217998,2.345180,-1.166207,-0.299894
1.224003,2.371797,-1.177941,-0.299948
1.228001,2.389518,-1.185754,-0.303109
1.233997,2.413751,-1.199815,-0.314881
1.239004,2.430074,-1.209600,-0.324710
1.246001,2.447415,-1.223273,-0.327508
1.248999,2.453673,-1.227960,-0.325191
1.256000,2.465551,-1.238905,-0.325254
1.258991,2.469456,-1.244750,-0.326450
1.263999,2.477953,-1.254536,-0.328452
1.267999,2.484740,-1.262353,-0.331615
1.274000,2.497266,-1.274080,-0.329324
1.278003,2.507187,-1.281903,-0.323102
1.285002,2.527268,-1.295580,-0.325900
1.288003,2.537051,-1.302618,-0.331791
1.294003,2.563646,-1.314343,-0.338880
1.298003,2.582939,-1.323723,-0.342043
1.304004,2.609539,-1.340141,-0.353824
1.307999,2.622562,-1.351070,-0.366351
1.313994,2.635077,-1.365129,-0.378120
1.317995,2.640301,-1.371384,-0.378156
1.324001,2.645796,-1.380773,-0.371168
1.328000,2.649455,-1.383899,-0.360263
1.334995,2.658589,-1.392101,-0.354859
1.338001,2.664864,-1.395625,-0.356060
1.344000,2.682076,-1.400315,-0.365493
1.348000,2.695116,-1.405005,-0.367092
1.353995,2.717002,-1.412034,-0.369489
1.358000,2.730059,-1.416730,-0.375786
1.364001,2.749622,-1.423766,-0.378186
1.367999,2.761092,-1.426891,-0.381347
1.374000,2.775965,-1.429236,-0.386092
1.378000,2.785878,-1.432363,-0.378311
1.384999,2.800488,-1.440570,-0.375638
1.388001,2.806754,-1.444089,-0.378012
1.394001,2.819279,-1.451125,-0.380411
1.397999,2.827625,-1.455812,-0.380447
1.404000,2.840152,-1.462848,-0.380501
1.407999,2.850062,-1.465974,-0.374285
1.413995,2.867266,-1.473005,-0.367308
1.417994,2.878739,-1.477694,-0.370470
1.425001,2.901582,-1.483171,-0.378749
1.427994,2.912509,-1.486680,-0.377606
1.434999,2.935345,-1.492156,-0.372193
1.438001,2.942785,-1.495676,-0.375740
1.444001,2.957655,-1.502711,-0.375794
1.448000,2.966002,-1.507400,-0.372704
1.454000,2.976182,-1.514435,-0.368068
1.458000,2.982969,-1.519125,-0.363414
1.464007,2.995508,-1.528516,-0.358772
1.468002,3.003847,-1.533200,-0.358808
1.474001,3.018715,-1.537889,-0.358862
1.478000,3.030188,-1.542578,-0.355772
1.483995,3.047389,-1.549607,-0.353483
1.488006,3.058897,-1.554310,-0.355087
1.494001,3.073754,-1.561339,-0.359827
1.498002,3.083670,-1.566030,-0.361427
1.504003,3.098542,-1.570721,-0.359135
1.508001,3.106888,-1.575409,-0.357609
1.513994,3.119398,-1.580094,-0.355320
1.517995,3.127750,-1.583221,-0.355356
1.524002,3.140289,-1.585569,-0.355410
1.527999,3.148633,-1.587131,-0.353884
1.534037,3.161237,-1.589491,-0.353938
1.537988,3.169484,-1.591035,-0.355518
1.546995,3.184766,-1.598076,-0.359119
1.550001,3.189866,-1.600425,-0.357971
1.554001,3.195089,-1.603552,-0.359571
1.558001,3.201875,-1.605115,-0.358043
1.564002,3.214402,-1.609806,-0.355752
1.568010,3.222769,-1.612939,-0.360487
1.574002,3.237619,-1.617623,-0.365225
1.578001,3.247530,-1.622312,-0.365261
1.584001,3.262399,-1.631692,-0.367660
1.589007,3.272849,-1.639518,-0.373574
1.596015,3.287478,-1.653213,-0.370898
1.598996,3.293701,-1.659038,-0.370925
1.606005,3.308332,-1.669996,-0.376467
1.609003,3.314590,-1.674683,-0.376494
1.613936,3.326815,-1.684323,-0.376538
1.618053,3.337018,-1.690759,-0.379793
1.624051,3.351883,-1.700136,-0.386880
1.628045,3.361782,-1.706380,-0.388477
1.634048,3.376659,-1.715765,-0.390877
1.638052,3.386582,-1.723589,-0.395608
1.644053,3.401454,-1.732971,-0.398007
1.648051,3.409800,-1.739221,-0.401168
1.654052,3.424672,-1.748603,-0.401222
1.658051,3.434583,-1.754855,-0.401258
1.664052,3.449455,-1.761891,-0.408348
1.667962,3.459145,-1.766475,-0.411440
1.674052,3.474238,-1.775996,-0.411494
1.678055,3.484159,-1.780690,-0.414659
1.684050,3.496673,-1.787719,-0.419399
1.687961,3.504837,-1.793833,-0.419435
1.694054,3.517556,-1.803359,-0.424252
1.698051,3.525899,-1.811169,-0.427412
1.704046,3.540757,-1.822885,-0.425123
1.708003,3.550563,-1.830618,-0.428252
1.713971,3.565354,-1.842280,-0.432971
1.718063,3.575495,-1.850277,-0.436206
1.724052,3.590338,-1.861980,-0.440941
1.728056,3.598696,-1.869805,-0.442542
1.734055,3.611218,-1.879183,-0.440251
1.738053,3.619564,-1.883871,-0.438725
1.744053,3.632089,-1.888561,-0.436434
1.748051,3.640434,-1.891686,-0.436470
1.754053,3.652963,-1.898724,-0.436524
1.758051,3.661309,-1.904974,-0.434997
1.764052,3.673836,-1.912010,-0.437396
1.768077,3.682238,-1.916729,-0.435859
1.774056,3.694719,-1.923740,-0.433576
1.778050,3.703056,-1.928423,-0.436734
1.784050,3.715581,-1.935458,-0.439133
1.788058,3.723947,-1.941724,-0.437603
1.794498,3.737391,-1.949275,-0.435144
1.798053,3.743422,-1.953443,-0.437954
1.803965,3.755763,-1.960375,-0.438008
1.807961,3.764105,-1.965060,-0.433358
1.814053,3.774441,-1.972203,-0.438175
1.818043,3.781210,-1.978441,-0.438211
1.824052,3.791405,-1.990184,-0.431219
1.828051,3.798190,-1.997998,-0.431255
1.834052,3.808371,-2.009725,-0.431309
1.838051,3.816719,-2.015977,-0.425093
1.844051,3.829244,-2.025357,-0.418112
1.848054,3.837600,-2.031615,-0.421277
1.854052,3.852465,-2.038648,-0.416643
1.858050,3.862373,-2.044898,-0.408866
1.864060,3.874919,-2.051945,-0.411269
1.868051,3.883250,-2.058185,-0.415984
1.874050,3.895772,-2.067563,-0.413693
1.878054,3.902566,-2.073823,-0.413729
1.884048,3.912735,-2.083193,-0.411440
1.888057,3.919537,-2.087894,-0.406776
1.894053,3.932053,-2.097268,-0.406830
1.898052,3.940401,-2.103520,-0.409992
1.904048,3.952917,-2.110550,-0.421763
1.908052,3.962840,-2.115245,-0.423364
1.914052,3.977710,-2.119935,-0.423418
1.918043,3.987601,-2.124614,-0.428133
1.924055,4.002501,-2.129314,-0.435236
1.927959,4.010650,-2.130839,-0.438323
1.934054,4.023373,-2.133222,-0.435996
1.938052,4.030156,-2.134784,-0.432906
1.944053,4.037992,-2.139475,-0.432960
1.948052,4.041651,-2.142601,-0.431433
1.954047,4.047136,-2.147287,-0.422115
1.958052,4.049235,-2.148852,-0.419020
1.963051,4.051855,-2.148852,-0.417111
1.969057,4.057351,-2.146505,-0.407776
1.973054,4.062570,-2.146505,-0.403125
1.979055,4.070406,-2.148850,-0.407870
1.983054,4.077191,-2.148850,-0.407906
1.989060,4.089728,-2.148850,-0.405613
1.993054,4.098065,-2.148850,-0.407210
1.999055,4.112937,-2.148850,-0.409609
2.003043,4.121262,-2.150409,-0.412762
2.009058,4.133818,-2.152760,-0.417518
2.013052,4.140595,-2.154321,-0.420676
2.018980,4.150652,-2.156638,-0.427680
2.023050,4.155967,-2.158229,-0.429307
2.029056,4.163809,-2.160576,-0.427014
2.033055,4.167468,-2.165265,-0.423924
2.039053,4.172956,-2.174642,-0.421633
2.043056,4.176618,-2.179335,-0.423234
2.051053,4.183935,-2.188712,-0.420180
2.054044,4.186672,-2.191050,-0.416700
2.061053,4.195824,-2.193789,-0.416763
2.064048,4.199735,-2.196130,-0.417961
2.071048,4.208876,-2.207074,-0.420760
2.073055,4.211496,-2.209427,-0.423131
2.079051,4.221669,-2.218801,-0.432559
2.084055,4.230159,-2.222712,-0.432604
2.088058,4.235386,-2.227406,-0.432639
2.094054,4.243216,-2.229749,-0.435037
2.098053,4.246874,-2.232875,-0.438199
2.104053,4.252364,-2.239910,-0.438253
2.108053,4.256024,-2.241474,-0.438289
2.114054,4.261515,-2.239128,-0.440688
2.117930,4.266576,-2.239128,-0.436178
2.124057,4.276971,-2.239128,-0.438628
2.128055,4.282192,-2.239128,-0.451164
2.134046,4.292356,-2.241470,-0.455901
2.138055,4.297591,-2.243037,-0.454370
2.144056,4.303081,-2.243037,-0.461461
2.148054,4.306739,-2.241474,-0.461496
2.154049,4.312225,-2.241474,-0.452178
2.158053,4.315888,-2.241474,-0.453779
2.164054,4.321379,-2.241474,-0.463215
2.168056,4.325040,-2.243038,-0.460122
2.174053,4.332871,-2.247726,-0.453145
2.178051,4.336529,-2.250851,-0.453181
2.184052,4.344365,-2.255542,-0.453235
2.188056,4.349593,-2.260237,-0.456400
2.194052,4.355079,-2.267267,-0.456454
2.198056,4.358743,-2.270397,-0.456490
2.204051,4.364228,-2.277426,-0.451858
2.208056,4.367892,-2.282122,-0.447198
2.214056,4.375727,-2.289157,-0.449597
2.218046,4.380937,-2.292276,-0.451192
2.224055,4.388784,-2.299321,-0.448898
2.228054,4.394005,-2.305573,-0.447371
2.234054,4.399495,-2.312608,-0.445080
2.238050,4.403151,-2.317294,-0.445116
2.244053,4.410990,-2.324332,-0.435785
2.248057,4.416218,-2.327462,-0.434256
2.254052,4.421703,-2.332148,-0.434310
2.258056,4.426932,-2.335278,-0.432781
2.264061,4.434773,-2.339972,-0.432835
2.268056,4.439990,-2.341533,-0.432871
2.274053,4.447820,-2.343877,-0.432925
2.278053,4.453044,-2.347004,-0.436087
2.284052,4.458532,-2.349348,-0.438486
2.287970,4.462117,-2.352411,-0.438521
2.294048,4.467678,-2.357162,-0.436200
2.298048,4.471338,-2.360289,-0.437800
2.304057,4.476836,-2.362637,-0.440202
2.308056,4.480495,-2.364200,-0.438675
2.314056,4.485984,-2.366545,-0.438729
2.318055,4.488080,-2.368108,-0.438765
2.324056,4.488880,-2.368108,-0.438819
2.328054,4.489413,-2.368108,-0.437292
2.334055,4.490213,-2.368108,-0.425619
2.338050,4.492307,-2.366547,-0.422532
2.344055,4.497801,-2.364200,-0.420239
2.348058,4.503028,-2.362635,-0.414017
2.354049,4.510851,-2.360294,-0.418754
2.361055,4.522737,-2.360294,-0.418817
2.364049,4.528987,-2.359124,-0.414163
2.368055,4.537350,-2.355992,-0.414199
2.374056,4.547531,-2.351301,-0.418944
2.379056,4.556014,-2.349347,-0.420943
2.389058,4.569075,-2.345438,-0.424942
2.391910,4.571684,-2.344323,-0.424968
2.393953,4.573553,-2.344323,-0.424188
2.405059,4.583715,-2.344323,-0.428628
2.407049,4.585535,-2.344323,-0.430202
2.409058,4.587374,-2.345894,-0.431790
2.413057,4.591032,-2.347457,-0.433389
2.419015,4.596484,-2.349785,-0.435771
2.423048,4.600174,-2.351362,-0.431079
2.429057,4.605672,-2.351362,-0.421739
2.433055,4.609330,-2.351362,-0.424900
2.439049,4.617157,-2.353704,-0.424954
2.443057,4.622390,-2.355271,-0.424990
2.449057,4.632570,-2.357616,-0.425044
2.453056,4.639355,-2.359179,-0.423517
2.459056,4.647189,-2.361524,-0.432951
2.463054,4.652410,-2.361524,-0.440799
2.469055,4.657900,-2.361524,-0.438508
2.473055,4.661560,-2.361524,-0.435417
2.479054,4.667049,-2.356835,-0.440160
2.483059,4.670713,-2.355269,-0.441762
2.489058,4.678547,-2.355269,-0.439471
2.493058,4.682207,-2.353706,-0.445760
2.499057,4.690040,-2.351361,-0.450503
2.503056,4.696825,-2.349798,-0.447413
2.509057,4.704661,-2.347453,-0.456849
2.513056,4.708320,-2.344327,-0.463137
2.519056,4.713809,-2.339637,-0.460846
2.523048,4.717462,-2.338077,-0.459321
2.529055,4.722958,-2.333381,-0.457028
2.533055,4.726618,-2.331818,-0.458627
2.539050,4.732103,-2.334161,-0.463367
2.543059,4.737338,-2.335728,-0.464970
2.549054,4.745166,-2.335728,-0.465024
2.553058,4.751959,-2.338858,-0.465060
2.559060,4.762142,-2.343549,-0.472151
2.563059,4.768927,-2.343549,-0.480002
2.569059,4.779107,-2.343549,-0.477711
2.573058,4.785892,-2.343549,-0.476184
2.579058,4.793726,-2.341204,-0.476238
2.583057,4.798948,-2.339641,-0.479400
2.589061,4.806788,-2.339641,-0.486493
2.593056,4.812005,-2.338080,-0.486529
2.599057,4.819841,-2.333389,-0.491274
2.603059,4.825067,-2.330261,-0.492874
2.609060,4.835248,-2.330261,-0.490583
2.613059,4.843596,-2.328698,-0.495307
2.619059,4.856120,-2.326353,-0.507086
2.623051,4.864454,-2.324793,-0.508683
2.629051,4.874633,-2.322448,-0.511082
2.633049,4.881416,-2.322448,-0.515805
2.639053,4.891603,-2.320101,-0.515859
2.643057,4.898396,-2.320101,-0.514330
2.649058,4.903887,-2.317756,-0.526111
2.653057,4.907546,-2.319319,-0.533962
2.659056,4.917724,-2.319319,-0.522293
2.663048,4.924497,-2.319319,-0.522329
2.669056,4.937038,-2.319319,-0.531775
2.673059,4.946959,-2.319319,-0.533376
2.679060,4.961831,-2.319319,-0.545157
2.683057,4.970175,-2.317756,-0.553004
2.689062,4.982710,-2.313062,-0.546017
2.693058,4.989489,-2.309939,-0.542929
2.699058,4.997324,-2.307594,-0.547673
2.703056,5.002545,-2.306031,-0.552397
2.709057,5.010381,-2.303686,-0.550105
2.713056,5.015603,-2.300560,-0.545452
2.719056,5.023437,-2.298215,-0.545506
2.723051,5.031777,-2.298215,-0.543981
2.729056,5.044312,-2.298215,-0.553422
2.733059,5.054232,-2.296650,-0.562846
2.739052,5.069085,-2.296650,-0.565242
2.743059,5.077449,-2.295084,-0.568410
2.749055,5.087622,-2.292741,-0.577838
2.753058,5.092849,-2.291176,-0.576309
2.759058,5.098339,-2.293521,-0.576363
2.766056,5.104742,-2.296256,-0.573691
2.768054,5.107351,-2.296256,-0.574490
2.776059,5.117804,-2.296256,-0.580819
2.779049,5.121708,-2.296256,-0.586689
2.786058,5.133599,-2.296256,-0.592231
2.789060,5.138693,-2.297430,-0.591084
2.796058,5.150566,-2.300165,-0.593882
2.798046,5.153162,-2.300165,-0.597008
2.804056,5.161009,-2.297816,-0.601760
2.808059,5.166236,-2.297816,-0.600231
2.814059,5.174071,-2.295471,-0.588560
2.821065,5.183219,-2.295471,-0.588623
2.822994,5.185738,-2.296979,-0.592410
2.829059,5.196028,-2.296979,-0.597206
2.833062,5.202820,-2.296979,-0.600371
2.839052,5.212983,-2.299320,-0.595742
2.843056,5.218211,-2.302450,-0.594213
2.849057,5.223702,-2.304795,-0.610685
2.853060,5.227364,-2.304795,-0.615415
2.859060,5.232854,-2.302450,-0.601398
2.863059,5.236513,-2.299324,-0.595183
2.869062,5.242005,-2.299324,-0.592890
2.873059,5.247224,-2.300886,-0.594488
2.879059,5.255059,-2.300886,-0.601577
2.883059,5.260282,-2.299323,-0.601613
2.889057,5.268114,-2.299323,-0.596979
2.893057,5.271774,-2.304013,-0.597015
2.899058,5.279610,-2.306358,-0.597069
2.903061,5.284837,-2.307923,-0.600234
2.909058,5.292668,-2.307923,-0.612007
2.913056,5.297889,-2.306360,-0.612043
2.919062,5.305731,-2.304013,-0.605055
2.923054,5.309384,-2.302453,-0.608211
2.929056,5.314875,-2.302453,-0.608265
2.933060,5.318539,-2.304018,-0.605171
2.939055,5.324024,-2.304018,-0.607568
2.943059,5.327687,-2.305583,-0.607604
2.949059,5.333177,-2.303238,-0.598278
2.953058,5.336836,-2.303238,-0.596751
2.959058,5.342325,-2.303238,-0.596805
2.963062,5.347554,-2.304802,-0.596841
2.969058,5.353040,-2.307146,-0.606269
2.973057,5.358262,-2.307146,-0.606305
2.979057,5.366096,-2.307146,-0.604014
2.983060,5.371323,-2.308710,-0.605614
2.989060,5.379158,-2.311055,-0.610358
2.993158,5.382908,-2.314259,-0.615200
2.999065,5.388312,-2.316567,-0.615253
3.003048,5.391956,-2.315011,-0.610619
3.009058,5.399804,-2.312662,-0.603626
3.014058,5.406333,-2.310708,-0.603671
3.018050,5.411546,-2.310708,-0.608387
3.026054,5.421997,-2.307579,-0.620972
3.029053,5.424741,-2.305235,-0.624516
3.036060,5.433891,-2.299758,-0.621840
3.039049,5.437794,-2.297421,-0.620699
3.046059,5.444208,-2.294682,-0.634461
3.049061,5.446954,-2.292335,-0.639181
3.054061,5.449575,-2.290381,-0.645088
3.058060,5.453234,-2.287255,-0.646687
3.064060,5.461069,-2.284910,-0.642051
3.068059,5.467853,-2.284910,-0.642087
3.074060,5.475689,-2.284910,-0.660904
3.078059,5.482474,-2.283347,-0.668755
3.084060,5.492656,-2.281002,-0.666463
3.088058,5.499439,-2.281002,-0.668062
3.094062,5.507279,-2.278655,-0.672809
3.098061,5.510937,-2.277092,-0.674408
3.104062,5.516428,-2.274747,-0.681498
3.108061,5.520087,-2.273184,-0.686223
3.117060,5.531838,-2.269667,-0.668718
3.119054,5.534441,-2.268887,-0.667957
3.123055,5.539666,-2.268887,-0.682066
3.129055,5.547501,-2.266542,-0.689155
3.133054,5.552722,-2.264979,-0.689191
3.139064,5.558221,-2.260281,-0.691594
3.143058,5.560315,-2.255598,-0.690069
3.149063,5.565809,-2.253251,-0.687776
3.153062,5.569468,-2.251689,-0.692501
3.159058,5.577297,-2.247002,-0.704272
3.163061,5.584089,-2.243873,-0.704308
3.169060,5.594267,-2.241528,-0.697328
